duration,total_bytes,packet_count,interval_mean,interval_variance,bytes_per_packet,packets_per_second,byte_rate,label,attack_type
0.008838891983032227,465,7,0.0014731486638387044,6.847026714101251e-06,66.42857142857143,791.9544682113668,52608.40395975508,1,1_beacon_capture
0.008734464645385742,751,6,0.0017468929290771484,7.505290227527439e-06,125.16666666666667,686.9339156544288,85981.22844274601,1,1_beacon_capture
0.0029592514038085938,465,7,0.0004932085673014323,3.9977468052004246e-07,66.42857142857143,2365.4631002255883,157134.3345149855,1,1_beacon_capture
0.002857208251953125,751,6,0.000571441650390625,3.798348961936426e-07,125.16666666666667,2099.951935914553,262843.9839786382,1,1_beacon_capture
0.0027697086334228516,465,7,0.0004616181055704753,3.8071178052076806e-07,66.42857142857143,2527.341654471895,167887.69561849014,1,1_beacon_capture
0.0026650428771972656,751,6,0.0005330085754394531,3.8902864162082547e-07,125.16666666666667,2251.370907139023,281796.59187690105,1,1_beacon_capture
0.003145933151245117,465,7,0.0005243221918741862,4.3140419197445436e-07,66.42857142857143,2225.0949602122014,147809.87949981054,1,1_beacon_capture
0.003030538558959961,751,6,0.0006061077117919921,4.390657386466045e-07,125.16666666666667,1979.8461175359923,247810.73904492173,1,1_beacon_capture
0.006601095199584961,465,7,0.0011001825332641602,2.65228866188257e-06,66.42857142857143,1060.4300935457075,70442.8562141077,1,1_beacon_capture
0.0063533782958984375,751,6,0.0012706756591796876,2.831555630109506e-06,125.16666666666667,944.3794656259381,118204.82978084659,1,1_beacon_capture
0.0026848316192626953,465,7,0.00044747193654378253,3.435568945380712e-07,66.42857142857143,2607.2398543646214,173195.21889707842,1,1_beacon_capture
0.0025758743286132812,751,6,0.0005151748657226563,3.4926777971122645e-07,125.16666666666667,2329.306182895224,291551.4905590522,1,1_beacon_capture
1.3821606636047363,11826,19,0.07678670353359646,0.02958287993693448,622.421052631579,13.746592925345709,8556.168838691492,1,2_dns_tunneling_capture
123.89517211914062,470,6,24.779034423828126,420.93308855584,78.33333333333333,0.04842803716540507,3.7935295779567304,1,2_dns_tunneling_capture
126.13310265541077,11948,32,4.068809763077767,153.72992013253761,373.375,0.2537002525611566,94.72533180002183,1,2_dns_tunneling_capture
140.03093600273132,6288,60,2.373405694961548,23.49075717317865,104.8,0.4284767474440769,44.90436313213925,1,2_dns_tunneling_capture
48.30931210517883,12742,135,0.36051725451625993,0.05785471818798497,94.38518518518518,2.794492285588306,263.75867187382363,1,2_dns_tunneling_capture
140.56879115104675,4988,58,2.46611914300082,6.298693221220305,86.0,0.412609367449683,35.48440560067274,1,2_dns_tunneling_capture
0.4986889362335205,347,2,0.4986889362335205,0.0,173.5,4.010516084646928,695.8245406862419,1,2_dns_tunneling_capture
0.49858593940734863,392,2,0.49858593940734863,0.0,196.0,4.011344568555882,786.2235354369528,1,2_dns_tunneling_capture
0.3437793254852295,352,2,0.3437793254852295,0.0,176.0,5.817685508507783,1023.9126494973698,1,2_dns_tunneling_capture
0.34279870986938477,307,2,0.34279870986938477,0.0,153.5,5.834327675159723,895.5692981370174,1,2_dns_tunneling_capture
0.3689422607421875,162,3,0.18447113037109375,0.03400374182297128,54.0,8.13135365399727,439.0930973158526,1,2_dns_tunneling_capture
124.2673327922821,1560,16,8.284488852818807,262.5261255104948,97.5,0.12875467462349618,12.553580775790879,1,2_dns_tunneling_capture
3.0016040802001953,198,3,1.5008020401000977,0.24984409856210732,66.0,0.9994655923441814,65.96472909471598,1,2_dns_tunneling_capture
3.0005550384521484,198,3,1.5002775192260742,0.24979166558318866,66.0,0.999815021406028,65.98779141279785,1,2_dns_tunneling_capture
3.0010011196136475,198,3,1.5005005598068237,0.250787997320586,66.0,0.9996664047850218,65.97798271581144,1,2_dns_tunneling_capture
77.60651540756226,205627,247,0.31547363986813926,4.127448383736896,832.497975708502,3.182722464767841,2649.610009161202,1,2_dns_tunneling_capture
140.56171703338623,5808,68,2.0979360751251677,5.973877137758571,85.41176470588235,0.4837732594277333,41.31992780523934,1,2_dns_tunneling_capture
140.8415412902832,5225,39,3.706356349744295,31.544994573686644,133.97435897435898,0.2769069384125708,37.09842956937647,1,2_dns_tunneling_capture
3.002272605895996,258,3,1.501136302947998,0.2501084922215,86.0,0.9992430381266735,85.93490127889392,1,2_dns_tunneling_capture
3.001040458679199,258,3,1.5005202293395996,0.25072507904047825,86.0,0.9996533006823717,85.97018385868395,1,2_dns_tunneling_capture
3.0005249977111816,258,3,1.5002624988555908,0.2500395790505081,86.0,0.999825031382314,85.98495269887901,1,2_dns_tunneling_capture
138.71903586387634,7759,38,3.7491631314561173,33.95942712108833,204.18421052631578,0.2739350065645571,55.93320305090523,1,2_dns_tunneling_capture
3.0008981227874756,258,3,1.5004490613937378,0.2499326512878639,86.0,0.9997007153356338,85.97426151886451,1,2_dns_tunneling_capture
3.0005342960357666,258,3,1.5002671480178833,0.25069702504664804,86.0,0.9998219330349023,85.9846862410016,1,2_dns_tunneling_capture
3.0013327598571777,258,3,1.5006663799285889,0.25033222738244376,86.0,0.9995559439876166,85.96181118293504,1,2_dns_tunneling_capture
3.000746250152588,198,3,1.500373125076294,0.25008035351680746,66.0,0.9997513118103372,65.98358657948225,1,2_dns_tunneling_capture
3.0004825592041016,198,3,1.5002412796020508,0.25021223756107247,66.0,0.9998391728015145,65.98938540489995,1,2_dns_tunneling_capture
3.000340700149536,198,3,1.500170350074768,0.2502832022207855,66.0,0.9998864461794225,65.99250544784188,1,2_dns_tunneling_capture
0.9997150897979736,172,2,0.9997150897979736,0.0,86.0,2.000569982797967,172.04901852062514,1,2_dns_tunneling_capture
1.0005505084991455,172,2,1.0005505084991455,0.0,86.0,1.9988995887874341,171.90536463571934,1,2_dns_tunneling_capture
1.0004308223724365,172,2,1.0004308223724365,0.0,86.0,1.999138726311101,171.92593046275468,1,2_dns_tunneling_capture
1.0000004768371582,172,2,1.0000004768371582,0.0,86.0,1.9999990463261383,171.9999179840479,1,2_dns_tunneling_capture
1.0007739067077637,172,2,1.0007739067077637,0.0,86.0,1.9984533835213398,171.86699098283523,1,2_dns_tunneling_capture
1.000612497329712,172,2,1.000612497329712,0.0,86.0,1.998775755187255,171.89471494610393,1,2_dns_tunneling_capture
1.0586423873901367,8418,19,0.05881346596611871,0.006199151863226526,443.05263157894734,17.947514879732484,7951.693697767792,1,2_dns_tunneling_capture
137.66376566886902,4664,44,3.2014829225318375,32.62281680961898,106.0,0.3196193260166648,33.87964855776647,1,2_dns_tunneling_capture
1.001133680343628,172,2,1.001133680343628,0.0,86.0,1.9977352068642045,171.8052277903216,1,2_dns_tunneling_capture
1.00087571144104,172,2,1.00087571144104,0.0,86.0,1.9982501095170364,171.84950941846512,1,2_dns_tunneling_capture
1.0011556148529053,172,2,1.0011556148529053,0.0,86.0,1.997691438102607,171.8014636768242,1,2_dns_tunneling_capture
1.0000832080841064,172,2,1.0000832080841064,0.0,86.0,1.9998335976778054,171.98568940029128,1,2_dns_tunneling_capture
0.9998314380645752,172,2,0.9998314380645752,0.0,86.0,2.000337180706682,172.02899754077467,1,2_dns_tunneling_capture
0.9996614456176758,172,2,0.9996614456176758,0.0,86.0,2.0006773380804237,172.05825107491646,1,2_dns_tunneling_capture
1.0006954669952393,132,2,1.0006954669952393,0.0,66.0,1.9986100326859129,131.90826215727026,1,2_dns_tunneling_capture
1.0003247261047363,132,2,1.0003247261047363,0.0,66.0,1.999350758616153,131.9571500686661,1,2_dns_tunneling_capture
1.0001170635223389,132,2,1.0001170635223389,0.0,66.0,1.9997659003598507,131.98454942375014,1,2_dns_tunneling_capture
